id,subject,content,label
24,Xác minh email của bạn cho tiện ích mở rộng eLang,"Xin chào,

Theo liên kết này để xác minh địa chỉ email của bạn.

https://elang-extension-prod.firebaseapp.com/__/auth/action?mode=verifyEmail&oobCode=uMFdqoJr5L4RIT3DZzkMG6orFC_ZvcWGM6a_BnFmYSYAAAF_dyN_MA&apiKey=AIzaSyDt8L4ejTE4DzDhVfoBCEc1N1xeltSokaw&lang=en

Nếu bạn không yêu cầu xác minh địa chỉ này, bạn có thể bỏ qua email này.

Cảm ơn,

Nhóm tiện ích mở rộng eLang của bạn",Xác thực
25,Chúng tôi đã khôi phục thành công Tài khoản Google của bạn,"Chúng tôi đã khôi phục thành công tài khoản của bạn
mdippc12@gmail.com
Chào mừng bạn quay lại tài khoản của mình
Nếu nghi ngờ rằng bạn bị mất quyền truy cập vào tài khoản do các thay đổi mà một người khác thực hiện, thì bạn nên xem lại và bảo vệ tài khoản của mình.",Xác thực
26,Đơn hàng 329568223683091 đã được giao thành công,"Đơn hàng của bạn đã được giao thành công!
(Scroll down for English version)

XXXX ơi,
Lazada đã giao cho bạn đầy đủ với các sản phẩm được liệt kê bên dưới theo đơn hàng #329568223683091 của bạn, Lazada hi vọng bạn hài lòng với các sản phẩm này!

Một vài lưu ý nhỏ cho bạn:

Hãy kiểm tra kỹ chất lượng sản phẩm bạn nhận được và giữ lại hóa đơn, hộp sản phẩm và phiếu bảo hành (nếu có) để trả hàng hoặc bảo hành khi cần thiết.
Trong trường hợp sản phẩm có dấu hiệu hư hỏng/ bể vỡ hoặc không đúng với thông tin như mô tả, bạn hãy liên hệ với Lazada bằng cách để lại tin nhắn tại trang Liên hệ trong vòng 24 giờ sau khi nhận sản phẩm để được hỗ trợ nhé.",Xác thực
27,Xác minh email NVIDIA,"NVIDIA


Xin chào,

Bạn đã yêu cầu sử dụng địa chỉ email này để truy cập tài khoản NVIDIA của mình.

Nhấp vào liên kết bên dưới để xác minh địa chỉ email này.

XÁC NHẬN ĐỊA CHỈ EMAIL
",Xác thực
28,[MY CROWD] thông báo mã xác thực.,"
VIBE LOGO
Certification Mail
Hi, We are MYCROWD Team
Please enter the security code on the ""MYCROWD"" homepage.
Security Code 
673560
Thank you.
GO, MYCROWD! 
Copyright ⓒ INFINIQ ALL RIGHTS RESERVED
701, 186, Gasan digital 1-ro, Geumcheon-gu, Seoul, Republic of Korea",Xác thực
29,Mã xác minh Skype qua email,"Microsoft Skype
Mã xác minh Skype qua email
Mã xác minh
Vui lòng sử dụng mã xác minh sau cho tài khoản Skype live:.cid.****************
Tìm hiểu thêm
Mã xác minh: 6489060

Xin cảm ơn!
Nhóm Skype

Nếu bạn có bất kỳ sự cố nào, vui lòng liên hệ Nhóm Hỗ trợ Khách hàng của Skype và cung cấp chi tiết sau:

Yêu cầu: b14ffaf7
Không thực hiện cuộc gọi khẩn cấp bằng Skype. Skype không thay thế điện thoại và bạn không thể dùng Skype để thực hiện cuộc gọi khẩn cấp.

2003-2019 Skype và/hoặc Microsoft. Tên Skype, các logo và thương hiệu có liên quan cũng như logo ""S"" là thương hiệu của Skype hoặc các tổ chức liên quan. Điều khoản về Quyền riêng tư
Microsoft Corporation, One Microsoft Way, Redmond, WA 98052 USA
S.A.R.L. 23-29 Rives de Clausen, L-2165 Luxembourg
Microsoft
",Xác thực
30,mã xác nhận,"710474 là mã xác minh ID KONAMI của bạn

Các nhà cung cấp
Công ty TNHH giải trí kỹ thuật số Konami
https://www.konami.com/games/inquiry/form/konami_id/en/",Xác thực
31,Dễ dàng xác thực bằng cách sử dụng “Cấp phép một lần cho Samsung account”!,"Samsung Account
Dễ dàng xác thực bằng cách sử dụng “Cấp phép một lần cho Samsung account”!
Kính gửi quý khách hàng,

Để tiếp tục, vui lòng nhấp vào phím bên dưới.
Tiếp tục với XXXxxxx
Bạn chỉ có thể sử dụng liên kết này trong 30 phút sau khi nhận được email này.
Để bảo mật tài khoản của bạn hơn, vui lòng đăng ký mật mã Samsung account của bạn.

Nhóm Samsung account

Lưu ý: Không được trả lời email này. Mọi thắc mắc, hãy liên hệ với chúng tôi bằng cách truy cập trang web của chúng tôi tại:
Hãy đi đến trung tâm khách hàng Samsung account

Samsung Account
Copyright © 1995-2022 Samsung. All Rights Reserved.",Xác thực
32,Tài khoản Oracle của bạn - Xác thực địa chỉ email của bạn,"Oracle Đăng ký | Tài khoản của tôi | Hỗ trợ
Xin chào Trương ,
Vui lòng xác minh địa chỉ email của bạn để hoàn tất tài khoản Oracle của bạn.
Xác thực địa chỉ thư điện tử 
Đường link này sẽ hết hiệu lực trong 24 giờ. Nếu nó đã hết hạn, hãy thử yêu cầu một email xác minh mới .
Chúng tôi đã nhận được yêu cầu tài khoản Oracle bằng địa chỉ email của bạn. Nếu bạn chưa thực hiện yêu cầu này, hãy gửi yêu cầu trợ giúp hoặc gửi email đến profilehelp_ww@oracle.com .
Chân thành,
Nhóm tài khoản Oracle
",Xác thực
33,Xác minh địa chỉ email,"MyLeague.vn
Hệ thống quản lý giải đấu thể thao
Chào mừng bạn đến với MyLeague!
Cảm ơn bạn đã sử dụng MyLeague.
Vui lòng nhấn nút Xác Nhận bên dưới để xác minh địa chỉ email của bạn.


Xác nhận

Trân trọng,
contact@myleague.vn",Xác thực
34,Xác minh Đăng nhập Discord từ Vị trí Mới,"Có vẻ như ai đó đã cố gắng đăng nhập vào tài khoản Discord của bạn từ một vị trí mới. Nếu đây là bạn, hãy nhấp vào liên kết bên dưới để cho phép đăng nhập từ vị trí này trên tài khoản của bạn. Nếu đây không phải là bạn, chúng tôi khuyên bạn nên thay đổi mật khẩu của mình càng sớm càng tốt.

Địa chỉ IP: 14 . 255 . 191 . 115
Location: Haiphong, Haiphong, Vietnam

Tái bút Chúng tôi thực sự khuyên bạn nên thiết lập xác thực hai yếu tố trên tài khoản của mình. Tìm hiểu thêm tại: https://discord.com/blog/keeping-discord-safe-and-sound

Xác minh Đăng nhập
",Xác thực
35,Cảnh báo bảo mật cho c45thde@gmail.com,"Mới đăng nhập trên Galaxy A13
c45thde@gmail.com
Chúng tôi phát hiện thấy có một yêu cầu đăng nhập mới vào Tài khoản Google của bạn trên một thiết bị Galaxy A13. Nếu đây là yêu cầu của bạn, thì bạn không phải làm gì thêm. Nếu đây không phải là yêu cầu của bạn, thì chúng tôi sẽ giúp bạn bảo mật tài khoản.
Kiểm tra hoạt động
Bạn cũng có thể xem hoạt động bảo mật tại
https://myaccount.google.com/notifications",Xác thực
36,Mã xác minh Google,"
Kính gửi người dùng Google!

Mã xác minh bạn cần dùng để truy cập vào Tài khoản Google của mình (wff12551@gmail.com) là:

549771

Nếu bạn không yêu cầu mã này thì có thể là ai đó đang tìm cách truy cập vào Tài khoản Google wff12551@gmail.com. Không chuyển tiếp hoặc cung cấp mã này cho bất kỳ ai.

Bạn nhận được thông báo này vì địa chỉ email này được liệt kê là email khôi phục cho Tài khoản Google wff12551@gmail.com. Nếu thông tin này không chính xác, vui lòng nhấp vào đây để xóa địa chỉ email của bạn khỏi Tài khoản Google đó.

Trân trọng!

Nhóm tài khoản Google",Xác thực
37,Cảnh báo bảo mật,Nếu không cấp quyền truy cập thì bạn nên kiểm tra hoạt động này và bảo mật tài khoản của mình.,Xác thực
38,Đã phát hiện đăng nhập mới đối với tài khoản Microsoft của bạn,"Tài khoản Microsoft
Đã phát hiện đăng nhập mới
Gần đây, bạn đã đăng nhập bằng tài khoản Microsoft của mình ti**6@gmail.com. Để giúp bảo vệ bạn an toàn, xem chi tiết dưới đây:
Quốc gia/vùng: Việt Nam
Ngày: 25/07/2022 3:20 CH (GMT)
Dịch vụ: Link to Windows
Địa chỉ IP: 42.113.144.62
Nếu đó là bạn, bạn có thể yên tâm bỏ qua email này.
Nếu bạn không chắc đó là bạn thì một người sử dụng trái phép có thể có quyền truy nhập vào thông tin bảo mật của bạn. Bạn có thể xem lại và thay đổi thông tin bên dưới.
Xem lại hoạt động tài khoản
Bạn cũng có thể chọn không tham gia hoặc thay đổi nơi nhận thông báo bảo mật.
Xin cảm ơn,
Nhóm tài khoản Microsoft",Xác thực
39,Cảnh báo bảo mật,"Chúng tôi phát hiện thấy có một yêu cầu đăng nhập mới vào Tài khoản Google của bạn trên một thiết bị Windows. Nếu đây là yêu cầu của bạn, thì bạn không phải làm gì thêm. Nếu đây không phải là yêu cầu của bạn, thì chúng tôi sẽ giúp bạn bảo mật tài khoản.
Kiểm tra hoạt động",Xác thực
40,Cảnh báo bảo mật cho tmue@gmail.com,"Chúng tôi phát hiện thấy có một yêu cầu đăng nhập mới vào Tài khoản Google của bạn trên một thiết bị Galaxy A13. Nếu đây là yêu cầu của bạn, thì bạn không phải làm gì thêm. Nếu đây không phải là yêu cầu của bạn, thì chúng tôi sẽ giúp bạn bảo mật tài khoản.",Xác thực
1,"Đã chấm điểm: ""BT01 - Thu thập yêu cầu","Biểu trưng của lớp học{call productname.classroom /}
Xin chào Nguyễn Xuân Huy-B19DCCN316!
Manh Hung Nguyen vừa trả lại BT01 - Thu thập yêu cầu trong N03 - PTTK HTTT.

ĐÃ TRẢ LẠI
BT01 - Thu thập yêu cầu
Mở
",Học tập
2,"Hết hạn vào ngày mai: ""BT01 - Thu thập yêu cầu""","Biểu trưng của lớp học{call productname.classroom /}
Xin chào Nguyễn Xuân Huy-B19DCCN316!
Bài tập BT01 - Thu thập yêu cầu của bạn trong N03 - PTTK HTTT sẽ đến hạn vào ngày mai. Bạn có muốn nộp bài tập không?

ĐẾN HẠN VÀO NGÀY MAINgày đến hạn: 26 thg 8
BT01 - Thu thập yêu cầu
Mở
",Học tập
3,"Thông báo mới: ""DANH SÁCH BTL Chào các bạn, Thầy gửi…""","Biểu trưng của lớp học{call productname.classroom /}
Xin chào Nguyễn Xuân Huy-B19DCCN316!
Manh Hung Nguyen đã đăng một thông báo mới trong N05 - PT HTTM 2022.

THÔNG BÁO MỚI
DANH SÁCH BTL
Chào các bạn,
Thầy gửi cho các bạn danh sách đề tài BTL của từng nhóm trong file đính kèm
Các nhóm có thể bắt tay vào làm BTL ngay từ hôm nay!
Chúc các bạn cuối tuần vui vẻ!
Mở
Do Manh Hung Nguyen đăng vào 21 thg 8",Học tập
4,"Thông báo mới: ""DANH SÁCH BTL Chào các bạn, Thầy gửi…""","Biểu trưng của lớp học{call productname.classroom /}
Xin chào Nguyễn Xuân Huy-B19DCCN316!
Manh Hung Nguyen đã đăng một thông báo mới trong N03 - PTTK HTTT 2022.

THÔNG BÁO MỚI
DANH SÁCH BTL
Chào các bạn,
Thầy gửi cho các bạn danh sách đề tài BTL của từng nhóm trong file đính kèm
Các nhóm có thể bắt tay vào làm BTL ngay từ hôm nay!

Mới xong tuần học đầu tiên mà rất nhiều bạn đã tự mình đánh rơi nhiều điểm CC rất dễ dãi:
- Chia nhóm BTL không chịu tích cực xin nhóm, cuối cùng bị chia ngẫu nhiên
- Khi thầy công bố tên, mã nhóm BTL trên lớp thì không để ý, đi hỏi lại là bị trừ điểm.
- Đến khi đăng kí BTL lại không đăng kí, lại trừ điểm tiếp
- Có bạn thầy yêu cầu sửa tài khoản Google cho đầy đủ họ tên, không làm ngay, đến cuối tuần thầy khóa lớp và remove khỏi lớp, xin vào lại bị trừ điểm.
Các bạn thấy đấy, bài học tuần đầu là nếu việc gì làm được mà không làm ngay, càng để sau thì thiệt hại càng lớn.
Với nhiều bạn, nếu không thay đổi thói quan làm việc, thiệt hại trong tương lai của các bạn còn sẽ lớn hơn nhiều!
Chúc các bạn cuối tuần vui vẻ!
Mở
",Học tập
5,Thầy Hiến gửi tài liệu môn ngôn ngữ lập trình C++,BaitapSTL.pdf,Học tập
6,ĐÃ CHẤM ĐIỂM,"Hi everyone!
Thầy trả điểm các em bài kiểm tra lần trước, các em hãy ktra điểm của mình và báo lại cho thầy nếu nghi có sai sót gì.
Link:**********
Trân trọng!
",Học tập
7,Thực hành môn Kỹ thuật số học kỳ 2 năm học 2021-2022-2,"Chào các bạn, 



Trung tâm Thí nghiệm thực hành tổ chức Thực hành môn KỸ THUẬT SỐ của học kỳ 2 năm học 2021-2022. 



Các bạn vào nhóm Facebook: https://www.facebook.com/groups/260613356263058
Thực hành Kỹ thuật số_HKII năm học 2021-2022 - Khóa 2021
Thực hành Kỹ thuật số_HKII năm học 2021-2022 - Khóa 2021
www.facebook.com

để nhận tài liệu hướng dẫn thực hành và thông tin nhé. 



Nhờ các bạn cán bộ lớp thông báo tới các bạn khác trong lớp biết giúp cô vì cô chỉ gửi được cho các bạn bằng email Học viện.



Cám ơn các bạn! 

",Học tập
8,Bảng điểm thành phần Cấu trúc dữ liệu và giải thuật-Nhóm 04,"Chào các em,

Thầy gửi các em Bảng điểm thành phần môn học của nhóm mình trong file đính kèm. Các đầu điểm thành phần đều được tính theo công thức dựa trên thống kê của các em trên hệ thống code.pttit.edu.vn.
Theo quyết định của bộ môn, môn thi này của chúng ta sẽ thi theo hình thức thi online (có thể có vấn đáp) với phương pháp thực hiện dự kiến như sau:
- Sinh viên sử dụng app PTIT Code Client để nộp bài. App này cho phép giám sát toàn bộ hoạt động của máy tính sinh viên trong thời gian thi.
- Sinh viên sẽ online cùng lúc trên TranS và trên app để giám sát.
- Hệ thống chấm bài sẽ độc lập với server Cổng thực hành hiện tại.
- Đề thi được xây dựng theo hướng đảm bảo không có bài tập nào giống hệt các bài luyện tập public.
Nhờ nhóm trưởng và các bạn trong nhóm thông báo cho các bạn chưa biết để kịp cập nhật thông tin và chuẩn bị sớm. Các em cũng lưu ý là mọi thông báo chính thức sẽ được gửi tới các em theo kênh chính thống của nhà trường từ Phòng Giáo vụ. Do vậy, nếu có sai lệch trong thông tin thì các em cần theo thông tin chính thống.
Chúc các em chuẩn bị và thi tốt.

Trân trọng,
Lê Hải Châu",Học tập
9,"Bài tập mới: ""Đề số 01: Chữ số cuối cùng của số thứ…""","Classroom LogoLớp học 
Xin chào B19DCCN316-Nguyễn Xuân Huy! 
Charlie Phạm đã đăng một bài tập mới trong FIT S2021 FE 04 P70250-G05-G06 (cô Thảo). 

BÀI TẬP MỚIĐến hạn 19 thg 8 
Đề số 01: Chữ số cuối cùng của số thứ tự chia cho 4 dư 0 
Hoàn thành bài thi sau. 

CHÚ Ý: 
1) SINH VIÊN PHẢI LÀM ĐÚNG ĐỀ CỦA MÌNH 
2) ĐÂY LÀ ĐỀ DÀNH CHO SINH VIÊN CÓ CHỮ SỐ CUỐI CÙNG CỦA SỐ THỨ TỰ CHIA CHO 4 DƯ 0 (ví dụ: 108 -> chữ số cuối cùng bằng 8 => 8 chia hết cho 4 nên dư bằng 0 => chọn đề này) 
Mở 
Do Charlie Phạm đăng vào 19 thg 8",Học tập
10,"Bài tập mới: ""Đề số 04: Chữ số cuối cùng của số thứ…""","Classroom LogoLớp học
Xin chào B19DCCN316-Nguyễn Xuân Huy!
Charlie Phạm đã đăng một bài tập mới trong FIT S2021 FE 04 P70250-G05-G06 (cô Thảo).

BÀI TẬP MỚIĐến hạn 19 thg 8
Đề số 04: Chữ số cuối cùng của số thứ tự chia cho 4 dư 3
Hoàn thành bài thi sau.

CHÚ Ý:
1) SINH VIÊN PHẢI LÀM ĐÚNG ĐỀ CỦA MÌNH
2) ĐÂY LÀ ĐỀ DÀNH CHO SINH VIÊN CÓ CHỮ SỐ CUỐI CÙNG CỦA SỐ THỨ TỰ CHIA CHO 4 DƯ 3 (ví dụ: 107 -> chữ số cuối cùng bằng 7 => 7 chia cho 4 dư bằng 3 => chọn đề này)
Mở
",Học tập
